order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating,delivery_time
5717,1865,492,2024-04-06 12:14:58,6th Floor,Suite 43,1509.22,2.3,2024-04-06 12:16:59
6116,5622,609,2024-04-06 09:18:43,Apt 1883,Suite 99,3808.67,2.21,2024-04-06 09:32:45
7388,8336,856,2024-04-06 09:39:15,Apt 1758,Room 1415,3998.29,2.08,2024-04-06 10:30:04
8726,9734,491,2024-04-06 13:58:41,Room 1390,Suite 75,4776.35,3.56,2024-04-06 14:13:57
8224,4052,391,2024-04-06 07:57:48,Room 1413,PO Box 38473,2108.85,4.35,2024-04-06 08:46:50
5294,7681,204,2024-04-06 17:35:31,1st Floor,Apt 1179,721.87,1.8,2024-04-06 18:04:01
9511,1509,134,2024-04-06 18:15:44,Apt 179,19th Floor,3312.21,0.92,2024-04-06 18:21:38
2538,6193,628,2024-04-06 20:31:49,PO Box 68022,PO Box 55249,1548.17,3.57,2024-04-06 20:36:31
4109,4788,897,2024-04-06 15:52:02,15th Floor,Apt 692,312.47,2.17,2024-04-06 16:27:05
5513,6712,676,2024-04-06 13:30:19,Apt 1085,Apt 1464,4322.69,3.64,2024-04-06 13:53:56
9078,4813,425,2024-04-06 15:30:47,Apt 945,Apt 1695,2894.31,2.44,2024-04-06 16:26:04
6819,1833,550,2024-04-06 09:02:28,Suite 3,PO Box 37006,4564.17,3.4,2024-04-06 09:26:50
2888,4081,892,2024-04-06 02:24:03,Room 107,Apt 713,4455.46,2.28,2024-04-06 02:46:57
5495,3364,996,2024-04-06 20:53:38,Suite 69,Suite 32,4258.03,3.6,2024-04-06 21:31:42
8284,1584,478,2024-04-06 20:29:53,Room 1565,Apt 224,1121.07,3.95,2024-04-06 21:29:49
9315,4044,588,2024-04-06 11:50:13,2nd Floor,Room 18,237.33,4.03,2024-04-06 12:22:45
7028,3546,207,2024-04-06 15:08:17,Apt 1419,Room 915,1909.82,2.93,2024-04-06 15:23:44
8004,9434,770,2024-04-06 12:32:46,5th Floor,Suite 53,2166.03,3.57,2024-04-06 13:02:51
2815,5798,555,2024-04-06 08:48:40,PO Box 8702,Apt 1052,3447.87,4.73,2024-04-06 08:52:01
9996,7279,453,2024-04-06 12:28:28,Room 710,9th Floor,2518.89,1.05,2024-04-06 12:34:11
1109,4847,791,2024-04-06 05:32:01,12th Floor,18th Floor,733.89,2.78,2024-04-06 06:23:05
6352,9411,490,2024-04-06 20:35:39,Suite 12,Apt 898,4426.15,2.98,2024-04-06 21:13:32
5750,4780,746,2024-04-06 12:34:36,Room 1214,5th Floor,3327.47,0.29,2024-04-06 13:29:13
4042,9687,955,2024-04-06 12:13:34,PO Box 44155,8th Floor,2799.6,3.12,2024-04-06 12:27:45
5885,7853,691,2024-04-06 12:46:00,Room 1833,Suite 16,3443.72,1.84,2024-04-06 13:27:09
2791,8408,699,2024-04-06 16:49:01,16th Floor,PO Box 94833,3618.89,2.64,2024-04-06 17:24:21
9047,1975,602,2024-04-06 08:46:08,5th Floor,Suite 81,2658.94,2.34,2024-04-06 09:20:28
2467,9589,256,2024-04-06 19:21:10,Apt 1189,Suite 12,4305.33,1.89,2024-04-06 20:01:16
4965,2356,737,2024-04-06 20:33:19,20th Floor,PO Box 17709,4872.43,3.04,2024-04-06 20:42:52
4687,9023,936,2024-04-06 07:04:48,PO Box 41220,Apt 15,1530.46,4.38,2024-04-06 07:28:40
7574,8944,850,2024-04-06 18:54:49,Suite 93,Room 1212,2545.12,3.11,2024-04-06 19:34:12
8594,9730,222,2024-04-06 08:30:28,Room 457,Suite 91,4829.49,1.06,2024-04-06 08:45:09
2411,7941,879,2024-04-06 18:51:04,Apt 55,PO Box 91967,2970.28,1.71,2024-04-06 19:30:20
7676,8637,560,2024-04-06 07:34:19,15th Floor,Suite 68,3921.57,0.07,2024-04-06 08:09:37
3451,2148,745,2024-04-06 17:24:06,Suite 59,11th Floor,2452.09,4.78,2024-04-06 17:36:49
4493,7521,994,2024-04-06 02:12:33,Suite 34,Room 280,4555.24,1.39,2024-04-06 03:01:57
3370,4364,199,2024-04-06 18:14:37,Room 1878,Suite 46,4372.7,1.43,2024-04-06 18:31:32
5713,1426,666,2024-04-06 16:12:31,Suite 71,Suite 39,1714.58,4.45,2024-04-06 16:51:22
2729,4461,911,2024-04-06 14:49:15,17th Floor,1st Floor,2619.37,3.68,2024-04-06 15:15:27
6523,2569,383,2024-04-06 04:20:19,Apt 502,PO Box 54843,3794.88,1.16,2024-04-06 04:41:06
2104,7095,758,2024-04-06 21:31:59,Apt 291,8th Floor,2658.26,0.26,2024-04-06 22:02:09
9998,6527,832,2024-04-06 03:36:46,PO Box 25331,PO Box 67201,1111.94,1.06,2024-04-06 04:07:32
4769,8419,685,2024-04-06 18:45:24,PO Box 81559,Room 1089,1415.67,1.12,2024-04-06 19:19:55
6300,5284,416,2024-04-06 07:15:17,Room 1259,2nd Floor,3108.7,1.34,2024-04-06 07:31:34
4009,2278,477,2024-04-06 19:33:58,Room 987,Room 253,860.05,4.67,2024-04-06 19:40:12
3394,7911,352,2024-04-06 06:56:19,3rd Floor,PO Box 6357,1476.82,4.98,2024-04-06 07:31:27
3949,8604,151,2024-04-06 00:21:19,Suite 71,Apt 873,2108.25,3.29,2024-04-06 01:08:48
7034,7197,103,2024-04-06 07:28:00,PO Box 4870,PO Box 82973,3901.72,3.36,2024-04-06 07:58:58
6913,3366,791,2024-04-06 00:06:56,Suite 1,3rd Floor,672.04,2.6,2024-04-06 00:36:45
5159,3541,612,2024-04-06 00:33:51,Room 1119,5th Floor,1927.92,1.32,2024-04-06 01:31:15
8897,6328,433,2024-04-06 12:04:19,Apt 264,Suite 48,4949.06,2.28,2024-04-06 12:13:39
6660,5757,361,2024-04-06 13:24:54,Suite 83,PO Box 15806,3809.34,2.13,2024-04-06 13:53:11
8593,3191,213,2024-04-06 02:11:45,Apt 443,7th Floor,863.29,4.35,2024-04-06 02:46:40
6918,5867,798,2024-04-06 20:59:05,PO Box 99586,12th Floor,4982.99,4.82,2024-04-06 21:13:00
2375,1052,606,2024-04-06 11:45:10,PO Box 14603,PO Box 54698,3982.64,2.6,2024-04-06 12:04:20
6226,5872,319,2024-04-06 09:12:50,PO Box 23576,PO Box 61862,2211.52,0.57,2024-04-06 09:24:49
9645,3886,489,2024-04-06 04:03:51,Room 520,Apt 261,2407.97,2.37,2024-04-06 04:40:49
1951,8723,205,2024-04-06 12:58:29,PO Box 49556,Suite 44,573.77,1.93,2024-04-06 13:06:40
5730,2307,953,2024-04-06 19:17:06,Apt 1604,Suite 51,1130.32,0.68,2024-04-06 20:15:46
1671,3881,432,2024-04-06 04:33:16,Apt 459,PO Box 91050,2208.74,4.74,2024-04-06 05:29:17
2851,9282,778,2024-04-06 00:41:07,2nd Floor,Room 725,2919.99,3.38,2024-04-06 01:36:04
4354,6063,912,2024-04-06 04:25:34,11th Floor,11th Floor,2940.18,1.66,2024-04-06 04:47:34
2674,3028,247,2024-04-06 05:23:28,Room 1241,Suite 29,1001.25,3.69,2024-04-06 06:17:36
9074,5836,156,2024-04-06 11:32:44,11th Floor,PO Box 97696,3956.56,3.66,2024-04-06 11:58:57
7083,2291,955,2024-04-06 03:36:06,Room 1314,19th Floor,842.95,1.31,2024-04-06 04:17:51
1535,8343,470,2024-04-06 02:54:31,Suite 70,PO Box 10699,4588.73,2.11,2024-04-06 03:06:16
5214,3967,814,2024-04-06 04:25:08,Apt 537,Apt 403,2826.67,3.09,2024-04-06 04:40:44
2669,4702,188,2024-04-06 04:31:02,Apt 828,PO Box 88039,4452.47,1.57,2024-04-06 05:09:33
8925,4134,381,2024-04-06 10:00:27,Apt 1191,18th Floor,1018.31,4.41,2024-04-06 10:52:15
4055,9226,885,2024-04-06 10:00:30,18th Floor,Suite 34,2397.96,4.84,2024-04-06 10:40:32
6848,2752,619,2024-04-06 03:48:52,Apt 537,Room 740,956.3,1.08,2024-04-06 04:41:20
1684,5826,388,2024-04-06 05:24:57,PO Box 66284,12th Floor,2268.77,3.61,2024-04-06 05:50:06
5391,3529,875,2024-04-06 09:09:12,8th Floor,PO Box 44700,3215.9,2.06,2024-04-06 09:50:26
1684,5923,540,2024-04-06 21:57:55,Suite 44,Room 1575,1746.82,1.7,2024-04-06 22:56:15
8085,5655,474,2024-04-06 16:45:23,Room 1437,PO Box 86520,2316.61,3.5,2024-04-06 17:28:06
1019,3294,249,2024-04-06 18:45:47,8th Floor,1st Floor,2521.55,3.44,2024-04-06 18:53:21
2881,7045,874,2024-04-06 18:06:36,8th Floor,Room 276,142.65,4.83,2024-04-06 18:41:41
7413,3175,658,2024-04-06 21:49:14,Room 1834,10th Floor,3207.73,3.66,2024-04-06 22:49:03
7004,3353,457,2024-04-06 18:18:27,Apt 603,7th Floor,3414.86,1.82,2024-04-06 19:08:36
3270,5309,642,2024-04-06 15:30:32,PO Box 86420,Room 1963,189.14,1.25,2024-04-06 15:38:45
7790,4335,930,2024-04-06 11:45:50,12th Floor,Suite 37,347.85,3.53,2024-04-06 12:44:19
5716,5008,381,2024-04-06 03:51:32,Apt 499,PO Box 80140,3835.0,2.15,2024-04-06 04:23:12
2127,4362,922,2024-04-06 16:54:57,Room 1212,20th Floor,2837.17,1.83,2024-04-06 17:46:03
6063,6156,791,2024-04-06 04:28:39,PO Box 98091,Suite 24,3250.6,4.37,2024-04-06 04:48:52
5200,2232,223,2024-04-06 07:12:27,Suite 74,8th Floor,1209.3,0.7,2024-04-06 07:18:20
6965,6471,198,2024-04-06 13:32:42,Suite 95,Suite 16,2542.98,4.25,2024-04-06 14:04:24
9476,6804,233,2024-04-06 09:40:15,PO Box 56205,Suite 30,3410.96,1.17,2024-04-06 09:47:02
3325,6014,763,2024-04-06 02:04:40,PO Box 26761,14th Floor,3566.92,1.11,2024-04-06 02:20:53
8369,5024,608,2024-04-06 14:59:13,Suite 41,Room 50,2055.56,4.07,2024-04-06 15:43:40
8270,6620,237,2024-04-06 06:35:55,PO Box 42196,10th Floor,3810.35,2.53,2024-04-06 07:08:39
3081,9260,811,2024-04-06 11:08:24,13th Floor,Apt 229,397.75,3.65,2024-04-06 11:20:41
2500,4327,946,2024-04-06 15:41:02,Apt 796,Apt 224,3913.8,3.74,2024-04-06 16:09:40
7544,9529,825,2024-04-06 05:50:36,15th Floor,Apt 584,3076.49,2.57,2024-04-06 06:42:51
1607,5201,374,2024-04-06 21:35:47,Apt 1686,Apt 825,3507.03,0.01,2024-04-06 21:36:13
7780,5863,141,2024-04-06 08:10:11,Suite 1,Suite 46,4072.52,3.12,2024-04-06 08:55:55
8786,9166,797,2024-04-06 04:11:41,Room 1972,Apt 891,667.14,2.62,2024-04-06 04:39:49
1490,8289,646,2024-04-06 12:48:44,Apt 178,Room 1322,526.05,0.11,2024-04-06 13:21:45
4917,5903,733,2024-04-06 04:14:59,Suite 88,Apt 1271,1464.25,4.98,2024-04-06 04:57:45
2528,4806,129,2024-04-06 03:06:42,Apt 980,Apt 1481,4387.02,1.21,2024-04-06 03:33:09
4806,5733,656,2024-04-06 10:44:38,Apt 1031,Apt 1174,1574.05,1.02,2024-04-06 10:44:58
4943,3354,960,2024-04-06 19:01:47,PO Box 87160,17th Floor,4302.22,2.23,2024-04-06 19:12:41
2619,1805,656,2024-04-06 13:40:40,Apt 1182,Apt 371,4336.34,1.97,2024-04-06 14:09:45
7849,5402,621,2024-04-06 01:49:34,16th Floor,PO Box 19445,1459.85,2.62,2024-04-06 02:08:22
6699,5377,242,2024-04-06 01:15:49,Suite 52,Room 510,135.19,2.93,2024-04-06 01:56:25
4674,5593,700,2024-04-06 07:59:15,Room 753,9th Floor,1930.88,2.96,2024-04-06 08:55:06
4428,6689,866,2024-04-06 17:25:04,Apt 1046,5th Floor,736.89,3.97,2024-04-06 17:31:42
4948,1747,369,2024-04-06 01:27:18,Room 1430,12th Floor,3252.47,4.92,2024-04-06 02:16:05
3095,1337,435,2024-04-06 14:51:09,Apt 1239,9th Floor,2262.51,4.22,2024-04-06 15:47:38
5864,1150,107,2024-04-06 15:06:30,Room 963,PO Box 51810,3457.42,1.67,2024-04-06 16:05:39
9202,2260,823,2024-04-06 01:37:28,16th Floor,6th Floor,2428.56,2.1,2024-04-06 01:55:06
8797,1405,215,2024-04-06 13:44:25,19th Floor,Room 343,162.28,0.27,2024-04-06 14:42:24
4463,4585,527,2024-04-06 16:19:42,13th Floor,Suite 80,229.47,4.43,2024-04-06 17:18:17
1780,9172,444,2024-04-06 10:02:53,14th Floor,7th Floor,379.58,1.95,2024-04-06 10:57:00
5423,7158,932,2024-04-06 17:31:23,Room 556,Suite 89,183.62,0.54,2024-04-06 18:01:50
7969,7340,524,2024-04-06 13:20:08,PO Box 29373,17th Floor,2199.45,1.45,2024-04-06 13:23:31
4882,4442,191,2024-04-06 04:37:48,PO Box 25492,Room 1205,1772.44,2.25,2024-04-06 05:11:37
4527,8961,303,2024-04-06 14:21:18,Room 236,Apt 1918,2294.74,2.25,2024-04-06 14:56:17
7950,8703,832,2024-04-06 14:10:52,PO Box 45137,Apt 1,2297.29,0.23,2024-04-06 14:20:46
6796,1903,670,2024-04-06 15:10:54,Room 1870,Suite 93,2126.27,2.72,2024-04-06 15:13:51
3981,9960,305,2024-04-06 00:19:06,PO Box 96361,Suite 64,1587.94,2.3,2024-04-06 00:29:45
3828,7341,309,2024-04-06 02:43:10,2nd Floor,Room 505,2570.62,4.2,2024-04-06 03:10:03
4839,8182,708,2024-04-06 18:59:31,Room 1573,14th Floor,1163.89,1.3,2024-04-06 19:03:12
8264,5493,577,2024-04-06 19:46:56,14th Floor,Room 445,4972.42,2.27,2024-04-06 19:58:08
9549,6659,949,2024-04-06 00:24:50,12th Floor,Suite 68,4408.55,1.69,2024-04-06 01:08:51
6985,4132,661,2024-04-06 10:28:42,7th Floor,PO Box 9279,4055.78,2.98,2024-04-06 10:43:09
6698,9745,379,2024-04-06 03:18:31,Room 1670,Suite 56,3840.24,2.45,2024-04-06 03:38:02
7283,8794,201,2024-04-06 20:50:17,PO Box 75655,Room 179,3129.04,1.17,2024-04-06 21:42:01
6969,2385,254,2024-04-06 01:08:29,Suite 61,Apt 1943,2871.84,1.93,2024-04-06 02:03:53
8056,4826,957,2024-04-06 13:04:55,Suite 90,Suite 8,2495.83,3.8,2024-04-06 13:31:48
2950,9366,368,2024-04-06 12:58:00,Room 787,16th Floor,1709.82,4.75,2024-04-06 13:11:13
9333,2484,159,2024-04-06 21:01:36,Room 1268,PO Box 94649,2601.9,2.4,2024-04-06 21:47:39
2284,5261,240,2024-04-06 12:22:31,Room 147,1st Floor,342.06,2.74,2024-04-06 12:27:47
6336,7068,700,2024-04-06 04:03:32,Room 1954,PO Box 79173,2470.28,1.39,2024-04-06 04:08:15
9285,4648,674,2024-04-06 03:04:22,PO Box 4909,Suite 69,2228.93,2.93,2024-04-06 03:07:57
4280,8549,194,2024-04-06 18:19:25,Suite 89,Suite 50,1557.8,3.71,2024-04-06 18:29:59
1592,6817,122,2024-04-06 18:33:43,Room 1538,Apt 461,1525.01,2.57,2024-04-06 19:27:42
3121,3940,607,2024-04-06 04:04:37,PO Box 86986,Apt 1853,3475.68,2.34,2024-04-06 04:29:57
8941,7179,553,2024-04-06 18:38:22,Apt 1011,Room 1848,3032.79,4.39,2024-04-06 18:38:55
7060,6370,774,2024-04-06 19:10:12,PO Box 55498,PO Box 76070,609.58,3.8,2024-04-06 19:37:20
2639,8117,470,2024-04-06 05:49:38,Room 408,16th Floor,3911.16,3.91,2024-04-06 06:03:17
8788,7289,865,2024-04-06 03:19:35,Room 1104,13th Floor,2476.82,4.65,2024-04-06 03:25:14
1050,4168,555,2024-04-06 11:10:14,11th Floor,Apt 1065,4506.15,4.73,2024-04-06 11:25:16
5983,9639,101,2024-04-06 17:44:21,PO Box 8003,PO Box 95939,2750.33,0.49,2024-04-06 18:08:57
3000,4603,116,2024-04-06 12:32:55,Room 1503,Room 1282,1309.9,1.76,2024-04-06 12:34:45
6000,7933,836,2024-04-06 21:17:32,Apt 881,PO Box 25044,3277.45,2.26,2024-04-06 22:10:24
8912,6245,535,2024-04-06 13:40:04,PO Box 32616,Room 325,2562.16,1.84,2024-04-06 14:09:02
7217,9383,934,2024-04-06 02:19:36,Room 1613,Suite 31,4818.03,0.2,2024-04-06 02:54:54
6289,1776,524,2024-04-06 21:42:17,PO Box 4650,Room 1986,2741.47,1.17,2024-04-06 21:52:49
3429,7717,525,2024-04-06 06:13:03,PO Box 89393,Suite 55,2566.12,4.81,2024-04-06 06:17:43
9972,8319,972,2024-04-06 06:08:49,Suite 82,PO Box 26367,4197.92,3.82,2024-04-06 06:20:56
6705,7551,769,2024-04-06 16:18:44,PO Box 65344,14th Floor,4751.67,1.23,2024-04-06 17:02:45
9445,3313,375,2024-04-06 21:37:24,PO Box 36196,Room 1293,3904.12,1.43,2024-04-06 22:09:50
4480,4622,790,2024-04-06 01:22:47,7th Floor,Room 1293,4857.78,2.15,2024-04-06 02:16:45
6767,9830,900,2024-04-06 21:04:19,Apt 935,Suite 92,4200.14,0.26,2024-04-06 21:46:32
4471,7537,465,2024-04-06 03:56:29,PO Box 55737,PO Box 80147,1447.35,2.69,2024-04-06 04:40:28
1014,9787,194,2024-04-06 02:11:47,Room 1239,Suite 79,1681.78,2.04,2024-04-06 02:34:36
1797,6614,626,2024-04-06 02:47:38,Apt 1350,3rd Floor,548.51,4.71,2024-04-06 03:28:09
6393,4564,657,2024-04-06 09:57:46,PO Box 56301,PO Box 6655,1963.81,1.78,2024-04-06 10:46:47
8012,7258,314,2024-04-06 21:16:50,PO Box 51911,Apt 1687,2534.31,0.03,2024-04-06 21:43:32
9637,5975,179,2024-04-06 06:34:24,Apt 962,Suite 22,416.23,0.81,2024-04-06 07:23:14
4520,1036,995,2024-04-06 01:59:25,PO Box 12530,Suite 98,132.23,4.41,2024-04-06 02:55:16
2375,9786,647,2024-04-06 11:05:00,Room 1576,Room 789,2940.67,4.87,2024-04-06 11:17:50
2571,7730,352,2024-04-06 01:19:28,Room 24,Apt 92,1188.02,4.65,2024-04-06 02:06:46
8445,3530,893,2024-04-06 19:29:35,Apt 1767,PO Box 12653,2424.58,1.19,2024-04-06 19:59:46
8065,7637,288,2024-04-06 06:35:55,Room 943,Apt 366,3132.58,0.43,2024-04-06 06:55:55
8494,3687,388,2024-04-06 14:57:50,11th Floor,Room 1490,3830.89,3.41,2024-04-06 15:07:49
7023,2289,420,2024-04-06 16:31:55,Room 682,Room 1199,2187.29,4.12,2024-04-06 16:58:29
9440,1272,610,2024-04-06 00:20:08,4th Floor,Apt 332,4574.48,3.02,2024-04-06 00:58:32
1413,7179,944,2024-04-06 10:47:39,Room 1542,Suite 59,3693.17,1.67,2024-04-06 11:01:43
2453,6468,471,2024-04-06 03:49:59,PO Box 81813,Apt 1902,112.92,3.48,2024-04-06 03:56:35
3778,2310,721,2024-04-06 21:03:12,PO Box 2901,Apt 896,917.51,3.14,2024-04-06 21:57:25
3587,8384,960,2024-04-06 05:55:00,Suite 70,9th Floor,1837.41,4.43,2024-04-06 06:49:56
8731,6014,976,2024-04-06 02:09:40,Room 45,20th Floor,1395.07,1.54,2024-04-06 03:06:57
5407,3468,966,2024-04-06 02:10:06,1st Floor,6th Floor,4605.7,3.28,2024-04-06 02:50:47
3554,1781,935,2024-04-06 18:24:33,Room 1764,Apt 472,2687.16,4.69,2024-04-06 19:08:56
7949,8865,726,2024-04-06 12:14:32,11th Floor,Apt 944,1550.78,4.39,2024-04-06 12:33:45
3658,6933,894,2024-04-06 10:29:15,Suite 83,PO Box 81517,4790.18,0.7,2024-04-06 10:47:25
6212,7457,450,2024-04-06 19:36:32,PO Box 96166,PO Box 16785,4454.23,1.33,2024-04-06 20:20:24
4648,5913,307,2024-04-06 16:50:24,PO Box 69366,17th Floor,1205.27,3.39,2024-04-06 17:20:28
9306,4661,318,2024-04-06 12:42:02,Apt 1193,15th Floor,4342.0,0.67,2024-04-06 12:44:49
9541,1286,753,2024-04-06 06:44:19,Apt 430,PO Box 29205,1889.11,1.4,2024-04-06 07:34:45
4621,2711,695,2024-04-06 09:50:20,Apt 1479,Apt 472,3948.05,2.37,2024-04-06 10:14:08
1755,2125,900,2024-04-06 20:31:16,Room 54,Room 1422,2307.36,3.37,2024-04-06 21:31:14
1958,2943,505,2024-04-06 02:36:08,PO Box 20843,Apt 1965,2641.81,1.86,2024-04-06 03:15:06
2798,8919,189,2024-04-06 04:33:18,PO Box 62807,Room 625,644.48,2.14,2024-04-06 05:20:05
6334,1533,924,2024-04-06 05:55:59,Suite 45,Apt 427,2172.61,1.99,2024-04-06 06:52:15
3443,5132,346,2024-04-06 20:57:12,7th Floor,PO Box 84468,3789.79,2.52,2024-04-06 21:01:39
9545,4618,659,2024-04-06 06:09:45,Room 756,Suite 27,1775.01,3.1,2024-04-06 06:28:14
1433,3114,953,2024-04-06 09:41:36,Room 1987,Apt 67,3209.57,4.77,2024-04-06 10:04:57
6328,4768,621,2024-04-06 02:39:41,Suite 94,Apt 948,4371.19,2.16,2024-04-06 02:46:32
5747,6826,415,2024-04-06 01:50:25,Room 530,Apt 1701,335.11,0.18,2024-04-06 02:34:13
9006,9916,501,2024-04-06 14:46:39,PO Box 39918,Apt 770,998.88,0.57,2024-04-06 15:40:06
8788,3851,890,2024-04-06 08:56:33,Suite 45,1st Floor,1145.79,3.5,2024-04-06 09:32:31
8646,9614,918,2024-04-06 16:32:33,9th Floor,PO Box 41930,29.85,3.65,2024-04-06 17:17:51
2045,8111,231,2024-04-06 20:26:21,Apt 668,16th Floor,3397.37,0.23,2024-04-06 20:45:41
1995,1896,835,2024-04-06 12:09:58,PO Box 49749,Suite 17,408.08,4.2,2024-04-06 12:59:43
6402,5013,599,2024-04-06 20:55:36,Apt 387,7th Floor,223.44,3.18,2024-04-06 21:07:38
9326,6056,965,2024-04-06 15:46:42,Room 294,Apt 669,1781.22,3.55,2024-04-06 16:07:57
4396,3314,550,2024-04-06 19:33:43,Room 375,Suite 34,3296.94,4.49,2024-04-06 19:52:50
2773,2482,625,2024-04-06 08:51:38,5th Floor,Apt 214,3364.46,4.02,2024-04-06 09:34:52
7454,4232,836,2024-04-06 14:35:10,3rd Floor,Room 463,663.78,2.82,2024-04-06 15:32:03
3852,6377,919,2024-04-06 20:55:20,PO Box 78844,7th Floor,4413.16,2.17,2024-04-06 21:21:24
4091,5063,977,2024-04-06 02:30:37,PO Box 30001,Room 1459,2627.54,4.27,2024-04-06 02:34:18
6147,1998,988,2024-04-06 14:35:34,Apt 354,PO Box 20648,3438.58,0.72,2024-04-06 14:44:56
1994,7794,603,2024-04-06 13:22:34,Room 1206,5th Floor,692.46,1.71,2024-04-06 14:20:24
3307,2762,557,2024-04-06 07:36:03,Apt 1112,Suite 82,1517.67,3.07,2024-04-06 07:47:28
2119,1887,659,2024-04-06 02:30:45,Room 787,PO Box 58896,3885.95,4.28,2024-04-06 02:37:22
2162,3580,230,2024-04-06 18:20:06,Suite 86,12th Floor,3425.11,3.55,2024-04-06 18:25:10
9500,2169,909,2024-04-06 09:32:20,Apt 1213,PO Box 55610,107.93,0.5,2024-04-06 10:28:19
6538,3181,496,2024-04-06 12:30:37,Apt 1994,6th Floor,2387.82,4.34,2024-04-06 13:12:40
8780,4304,643,2024-04-06 18:19:43,13th Floor,Room 868,537.43,2.44,2024-04-06 18:50:56
8522,7997,464,2024-04-06 03:22:14,Apt 1816,11th Floor,4975.8,1.44,2024-04-06 03:58:43
7239,8465,334,2024-04-06 03:14:14,Suite 13,Room 601,4026.98,2.76,2024-04-06 03:26:50
6924,8440,725,2024-04-06 05:05:08,Room 1767,Room 1940,4441.86,4.1,2024-04-06 05:06:45
1083,9736,998,2024-04-06 02:52:23,Room 1083,Apt 1047,4024.19,2.16,2024-04-06 03:44:23
5537,1058,206,2024-04-06 02:27:36,Apt 401,5th Floor,3918.61,1.13,2024-04-06 03:25:52
5717,4600,655,2024-04-06 00:56:57,PO Box 79931,9th Floor,1019.05,0.91,2024-04-06 01:15:42
7605,3156,954,2024-04-06 15:16:45,Apt 292,1st Floor,317.42,1.67,2024-04-06 15:18:20
7545,2148,447,2024-04-06 10:26:09,Apt 509,Suite 22,2678.11,2.01,2024-04-06 10:30:39
7999,7643,324,2024-04-06 12:00:09,Apt 106,16th Floor,4763.4,0.9,2024-04-06 12:09:10
1961,2446,350,2024-04-06 05:29:31,Suite 72,Apt 1508,3056.64,3.05,2024-04-06 05:58:37
7881,1962,959,2024-04-06 10:20:57,Apt 859,Room 823,1584.08,3.09,2024-04-06 10:31:43
5018,3433,593,2024-04-06 19:51:41,Room 1267,Suite 54,4699.07,2.61,2024-04-06 19:58:13
4347,8854,154,2024-04-06 07:50:24,PO Box 2292,PO Box 57474,948.66,0.84,2024-04-06 08:42:58
1883,7953,127,2024-04-06 13:14:09,Suite 50,Suite 76,3828.13,1.55,2024-04-06 14:07:30
8721,2551,379,2024-04-06 06:03:29,Apt 564,Room 325,2495.21,2.49,2024-04-06 06:15:52
8356,4532,463,2024-04-06 04:26:46,Room 929,Suite 35,129.9,2.92,2024-04-06 04:58:28
8980,2217,860,2024-04-06 11:00:21,Room 494,6th Floor,371.81,4.97,2024-04-06 11:25:34
2247,3726,207,2024-04-06 18:33:22,Suite 2,Suite 67,1919.88,4.67,2024-04-06 18:36:43
1794,3789,707,2024-04-06 05:06:16,Room 1775,PO Box 41161,218.09,1.24,2024-04-06 05:20:35
9334,8111,316,2024-04-06 08:39:22,Apt 616,Suite 10,4954.34,4.97,2024-04-06 09:27:52
9529,4337,992,2024-04-06 19:07:55,Apt 282,9th Floor,1464.77,3.22,2024-04-06 19:29:45
1806,9003,629,2024-04-06 03:03:07,Room 1837,Apt 673,3229.34,0.47,2024-04-06 03:50:41
1007,7241,799,2024-04-06 13:55:13,Room 1684,PO Box 92059,2591.31,3.73,2024-04-06 14:01:29
4621,3095,553,2024-04-06 09:44:49,Apt 387,Apt 1324,342.17,3.92,2024-04-06 09:59:36
3714,1323,435,2024-04-06 12:06:43,Room 1090,PO Box 59872,3073.59,0.65,2024-04-06 12:36:55
2315,1735,431,2024-04-06 01:06:49,Room 217,Room 1911,1980.45,1.81,2024-04-06 01:34:00
4645,6077,639,2024-04-06 01:50:31,Apt 1040,Apt 408,3339.94,3.12,2024-04-06 02:00:57
6564,1910,814,2024-04-06 15:13:39,6th Floor,PO Box 31960,2408.26,1.24,2024-04-06 15:51:44
9162,4601,245,2024-04-06 08:58:23,Suite 86,19th Floor,1821.08,0.13,2024-04-06 09:55:08
8600,2268,488,2024-04-06 15:22:04,PO Box 72524,Apt 1423,2753.33,3.27,2024-04-06 16:09:45
9186,3462,471,2024-04-06 08:53:07,PO Box 1544,11th Floor,1647.38,3.66,2024-04-06 09:08:35
5785,5634,436,2024-04-06 04:28:23,Room 934,9th Floor,4519.05,4.4,2024-04-06 04:46:23
5298,6298,223,2024-04-06 19:36:34,PO Box 66620,Apt 1269,1575.95,1.31,2024-04-06 19:46:29
4707,5173,509,2024-04-06 07:52:35,Suite 12,Apt 1360,1664.82,3.51,2024-04-06 08:39:32
9031,1282,395,2024-04-06 21:45:19,11th Floor,17th Floor,1111.49,3.33,2024-04-06 22:20:57
1654,6063,681,2024-04-06 14:02:49,15th Floor,Apt 1412,2456.56,1.61,2024-04-06 14:29:22
5769,2465,265,2024-04-06 12:06:59,Suite 7,9th Floor,3946.71,1.68,2024-04-06 12:39:51
8683,8561,471,2024-04-06 13:10:29,PO Box 37249,Suite 31,440.69,4.67,2024-04-06 13:16:03
9305,6211,579,2024-04-06 18:31:01,3rd Floor,Room 974,2069.82,3.5,2024-04-06 18:49:23
